수집일,위스키명,가격_KRW,데일리샷상품명,정확도,할인율,국내위치,URL,비고
2026-07-18,발렌타인 17년,95000,발렌타인 17년 700ml,근접,0,코스트코 / 트레이더스,https://dailyshot.co/m/product/5395,"셀러 3/15 중 최저 / 페이지최저 95,000(셀러:40도 마곡)[검색 109,000]"
2026-07-18,발렌타인 21년,165000,발렌타인 21년,근접,0,코스트코 / 트레이더스,https://dailyshot.co/m/product/7130,"셀러 3/13 중 최저 / 페이지최저 165,000(셀러:몰트&캐스크 다산점)[검색 189,000]"
2026-07-18,발렌타인 싱글몰트 15년,87000,발렌타인 싱글몰트 글렌버기 15년,근접,0,트레이더스,https://dailyshot.co/m/product/25654,"셀러 3/8 중 최저 / 페이지최저 87,000(셀러:아이위스키)[검색 95,000]"
2026-07-18,발렌타인 싱글몰트 글렌버기 16년,195000,발렌타인 싱글몰트 글렌버기 16년 스몰 배치,근접,0,트레이더스,https://dailyshot.co/m/product/27674,"셀러 1/5 중 최저 / 페이지최저 195,000(셀러:레어 위스키)[검색 398,000]"
2026-07-18,발렌타인 싱글트 글램버기 15년,,,,,트레이더스,,MISS / 검색후보 53
2026-07-18,발렌타인 싱글트 글램버이 16년 스몰 배치,,,,,트레이더스,,MISS / 검색후보 50
2026-07-18,발렌타인 파이니스트,28000,발렌타인 파이니스트 1L,정확,0,트레이더스,https://dailyshot.co/m/product/5871,"셀러 3/6 중 최저 / 페이지최저 28,000(셀러:굿배럴 울산점)[검색 29,700]"
2026-07-18,발베니 12년 더블로드,,,,,코스트코,,MISS / 검색후보 51
2026-07-18,발베니 12년 더블우드,93000,발베니 더블우드 12년,근접,15,코스트코 / 트레이더스,https://dailyshot.co/m/product/3190,"셀러 6/41 중 최저 / 노출가 할인 15% / 페이지최저 93,000(셀러:몰트&캐스크 다산점)[검색 102,000]"
2026-07-18,발베니 14년 캐리비안 캐스크,143000,발베니 캐리비안 캐스크 14년,근접,22,코스트코 / 트레이더스,https://dailyshot.co/m/product/1652,"셀러 6/11 중 최저 / 노출가 할인 22% / 페이지최저 143,000(셀러:보틀즈 을지로)[검색 144,000]"
2026-07-18,발베니 16년 프렌치 오크,245000,발베니 16년 프렌치 오크,근접,0,이마트,https://dailyshot.co/m/product/6910,"셀러 2/4 중 최저 / 페이지최저 245,000(셀러:한스토마스 대공원점)[검색 294,000]"
2026-07-18,뱅콜 싱글트 위스키,,,,,트레이더스,,MISS / 검색후보 50
2026-07-18,뱅크홀 싱글 모트 위스키,,,,,트레이더스,,MISS / 검색후보 22
2026-07-18,뱅크홀 싱글몰트,,,,,트레이더스,,MISS / 검색후보 55
2026-07-18,뱅크홀 싱글트 위스키,,,,,트레이더스,,MISS / 검색후보 51
2026-07-18,버팔로 트레이스,38000,버팔로 트레이스 700ml,정확,0,트레이더스,https://dailyshot.co/m/product/10104,"셀러 8/22 중 최저 / 페이지최저 38,000(셀러:용답마트)[검색 39,000]"
2026-07-18,벨즈 스카치 위스키,15400,벨즈 700ml,정확,11,코스트코,https://dailyshot.co/m/product/2624,"셀러 3/3 중 최저 / 노출가 할인 11% / 페이지최저 15,400(셀러:슈어와인낫)[검색 19,900]"
2026-07-18,부시밀 10년 싱글트,,,,,트레이더스,,MISS / 검색후보 52
2026-07-18,부시밀 12년 싱글트,,,,,이마트,,MISS / 검색후보 51
2026-07-18,부시밀 15년 싱글 몰트,,,,,트레이더스,,MISS / 검색후보 46
2026-07-18,블랙보트 스카치 위스키,,,,,이마트,,MISS / 검색후보 53
2026-07-18,산토리 가쿠빈,29800,산토리 가쿠빈,정확,0,코스트코 / 트레이더스,https://dailyshot.co/m/product/2981,"셀러 6/39 중 최저 / 페이지최저 29,800(셀러:로랜드 주류상회)[검색 37,900]"
2026-07-18,산토리 위스키 각쿠빈,,,,,코스트코,,MISS / 검색후보 31
2026-07-18,시바스 리갈 12년,39500,시바스 리갈 12년,근접,0,코스트코,https://dailyshot.co/m/product/12598,"셀러 3/8 중 최저 / 페이지최저 39,500(셀러:스타보틀 신림점)[검색 53,800]"
2026-07-18,아란 셰리 캐스크,100000,아란 셰리 캐스크 700ml,근접,0,트레이더스,https://dailyshot.co/m/product/4353,"셀러 2/3 중 최저 / 페이지최저 100,000(셀러:마포 글로벌 마트)[검색 119,000]"
2026-07-18,아벨라워 아부나흐,148000,아벨라워 아부나흐,정확,0,트레이더스,https://dailyshot.co/m/product/3239,"셀러 3/25 중 최저 / 페이지최저 148,000(셀러:아롬상회)[검색 200,000]"
2026-07-18,아벨라워 아브나오 셰리케스크 에디션,,,,,트레이더스,,MISS / 검색후보 33
2026-07-18,아벨라워 아브나후 쉐리케스크 에디션,,,,,트레이더스,,MISS / 검색후보 33
2026-07-18,아벨라워 아브나흐 쉐리케스크 에디션,,,,,트레이더스,,MISS / 검색후보 33
2026-07-18,에반 윌리엄스 12년,110000,에반 윌리엄스 12년,근접,0,트레이더스,https://dailyshot.co/m/product/21095,"셀러 1/3 중 최저 / 페이지최저 110,000(셀러:와인앤모어 교대역점)"
2026-07-18,에반 윌리엄스 14년,,,,,트레이더스,,MISS / 검색후보 54
2026-07-18,에반 윌리엄스 BIB 12주년 에디션 50도,,,,,트레이더스,,MISS / 검색후보 45
2026-07-18,에반 윌리엄스 블랙,24500,에반 윌리엄스 블랙 700ml,정확,0,이마트 / 트레이더스,https://dailyshot.co/m/product/20967,"셀러 7/12 중 최저 / 페이지최저 24,500(셀러:세계주류총판)[검색 26,000]"
2026-07-18,에반 윌리엄스 싱글 베럴,,,,,이마트,,MISS / 검색후보 23
2026-07-18,에반윌리엄스 BIB,,,,,이마트,,MISS / 검색후보 10
2026-07-18,에반윌리엄스 보트림본드 12주년 에디션 50도,,,,,트레이더스,,MISS / 검색후보 46
2026-07-18,에반윌리엄스 블랙 1L플러스,,,,,트레이더스,,MISS / 검색후보 5
2026-07-18,에반율리엄스 블랙,,,,,트레이더스,,MISS / 검색후보 18
2026-07-18,에버펠디 16년,,,,,트레이더스,,MISS / 검색후보 7
2026-07-18,오반 14년,105000,오반 14년,근접,0,트레이더스,https://dailyshot.co/m/product/3242,"셀러 3/4 중 최저 / 페이지최저 105,000(셀러:더 몰트)[검색 138,000]"
2026-07-18,오큰토션 10년,,,,,트레이더스,,MISS / 검색후보 52
2026-07-18,와일드 터키 캔터키 스피릿 싱글 베럴,,,,,트레이더스,,MISS / 검색후보 0
2026-07-18,와일드 터키 켄터키 스피릿 싱글 베럴,,,,,트레이더스,,MISS / 검색후보 0
2026-07-18,와일드터키 레어브리드,69000,와일드 터키 레어브리드,정확,44,트레이더스,https://dailyshot.co/m/product/19596,"셀러 5/13 중 최저 / 노출가 할인 44% / 페이지최저 69,000(셀러:캐스크앤뀌베)[검색 74,900]"
2026-07-18,와일드터키 켄터키 스피릿 싱글배럴,109000,와일드 터키 켄터키 스피릿 싱글배럴 1L,정확,0,트레이더스,https://dailyshot.co/m/product/15332,"셀러 3/6 중 최저 / 페이지최저 109,000(셀러:씨에스 보틀샵)[검색 119,000]"
2026-07-18,우드포드 리저브,58000,우드포드 리저브 버번 700ml,근접,0,코스트코,https://dailyshot.co/m/product/3243,"셀러 8/34 중 최저 / 페이지최저 58,000(셀러:비하우스 강남)"
2026-07-18,우드포드 리저브 제품을 평소보다,,,,,코스트코,,MISS / 검색후보 40
2026-07-18,이글 레어 10년,74000,이글레어 10년 700ml,근접,0,트레이더스,https://dailyshot.co/m/product/11566,"셀러 2/4 중 최저 / 페이지최저 74,000(셀러:몰트&캐스크 다산점)[검색 77,000]"
2026-07-18,잭다니스,,,,,코스트코,,MISS / 검색후보 5
2026-07-18,잭다니에스 애플,,,,,코스트코,,MISS / 검색후보 6
2026-07-18,잭다니엘 No.7,,,,,코스트코 / 트레이더스,,MISS / 검색후보 14
2026-07-18,잭다니엘 라이,62800,잭 다니엘스 본디드 라이,근접,0,트레이더스,https://dailyshot.co/m/product/30048,"셀러 1/3 중 최저 / 페이지최저 62,800(셀러:보틀벙커 상무점)"
2026-07-18,잭다니엘 애플,115000,잭 다니엘스 & 잭 다니엘스 허니 & 잭 다니엘스 애플,근접,0,코스트코 / 트레이더스,https://dailyshot.co/m/product/18031,"셀러 1/1 중 최저 / 페이지최저 115,000(셀러:위스키파크 강동점)"
2026-07-18,잭다니엘 테네시,,,,,트레이더스,,MISS / 검색후보 1
2026-07-18,잭다니엘 테네시 위스키 잔패키지,,,,,코스트코,,MISS / 검색후보 35
2026-07-18,잭다니엘 허니,74000,산토리 가쿠빈 & 잭 다니엘스 허니,근접,0,코스트코,https://dailyshot.co/m/product/6520,"셀러 1/2 중 최저 / 페이지최저 74,000(셀러:굿바틀)[검색 98,000]"
2026-07-18,잭다니엘스,33900,잭 다니엘스,정확,0,코스트코,https://dailyshot.co/m/product/2576,"셀러 5/21 중 최저 / 페이지최저 33,900(셀러:슈어와인낫)[검색 38,000]"
2026-07-18,잭다니엘스 BB라이,,,,,이마트,,MISS / 검색후보 33
2026-07-18,잭다니엘스 전용,,,,,트레이더스,,MISS / 검색후보 4
2026-07-18,잭다니엘스 테네시,,,,,트레이더스,,MISS / 검색후보 28
2026-07-18,잭다니엘스 테네시 위스키,,,,,코스트코,,MISS / 검색후보 41
2026-07-18,잭다니엘시,,,,,트레이더스,,MISS / 검색후보 5
2026-07-18,잭다니의 테네시,,,,,트레이더스,,MISS / 검색후보 3
2026-07-18,제임스 나이시 위스키,,,,,코스트코,,MISS / 검색후보 55
2026-07-18,제임슨,350000,제임슨 12년 1L,근접,0,코스트코 / 트레이더스,https://dailyshot.co/m/product/19998,"셀러 2/24 중 최저 / 페이지최저 350,000(셀러:알코올)"
2026-07-18,조니 워커 블랙누비,,,,,트레이더스,,MISS / 검색후보 60
2026-07-18,조니워커 그린라벨,,,,,트레이더스,,MISS / 검색후보 59
2026-07-18,조니워커 그린라벨 15년,,,,,코스트코 / 트레이더스,,MISS / 검색후보 55
2026-07-18,조니워커 그린에,,,,,트레이더스,,MISS / 검색후보 53
2026-07-18,조니워커 그인라,,,,,트레이더스,,MISS / 검색후보 60
2026-07-18,조니워커 더블블랙,44000,조니워커 더블 블랙 700ml,정확,34,트레이더스,https://dailyshot.co/m/product/3249,"셀러 6/7 중 최저 / 노출가 할인 34% / 페이지최저 44,000(셀러:오앤오샷앤바틀 기흥점)[검색 46,900]"
2026-07-18,조니워커 레드,21900,조니워커 레드 700ml,정확,36,트레이더스,https://dailyshot.co/m/product/3181,"셀러 5/7 중 최저 / 노출가 할인 36% / 페이지최저 21,900(셀러:슈어와인낫)[검색 26,500]"
2026-07-18,조니워커 블랙,39000,조니워커 블랙 700ml,정확,0,코스트코 / 트레이더스,https://dailyshot.co/m/product/2460,"셀러 6/26 중 최저 / 페이지최저 39,000(셀러:더 몰트)[검색 44,000]"
2026-07-18,조니워커 블랙 누루비,,,,,트레이더스,,MISS / 검색후보 2
2026-07-18,조니워커 블랙 루비,45000,조니워커 블랙 루비,정확,0,트레이더스,https://dailyshot.co/m/product/25990,"셀러 5/6 중 최저 / 페이지최저 45,000(셀러:보틀즈 논현)[검색 52,900]"
2026-07-18,조니워커 블랙라베,,,,,이마트 / 트레이더스,,MISS / 검색후보 60
2026-07-18,조니워커 블랙라벨 12년,,,,,코스트코 / 트레이더스,,MISS / 검색후보 0
2026-07-18,조니워커 블로라,,,,,트레이더스,,MISS / 검색후보 58
2026-07-18,조니워커 블루라베,,,,,트레이더스,,MISS / 검색후보 60
2026-07-18,조니워커 블루라벨,660000,조니워커 블루라벨 캐스크 에디션,근접,0,코스트코 / 트레이더스,https://dailyshot.co/m/product/6016,"셀러 1/2 중 최저 / 페이지최저 660,000(셀러:올드앤레어)[검색 690,000]"
2026-07-18,조니워커블 블루,245000,조니워커 블루 700ml,정확,0,코스트코,https://dailyshot.co/m/product/5749,"셀러 2/35 중 최저 / 페이지최저 245,000(셀러:전포다락)[검색 350,000]"
2026-07-18,주라 18년,119800,주라 18년,근접,23,트레이더스,https://dailyshot.co/m/product/4675,"셀러 3/4 중 최저 / 노출가 할인 23% / 페이지최저 119,800(셀러:위스키 하우스)[검색 142,000]"
2026-07-18,진빈 법원 유스키,,,,,코스트코,,MISS / 검색후보 31
2026-07-18,진빔 버유스키,,,,,코스트코,,MISS / 검색후보 11
2026-07-18,진빔 법원이스키,,,,,코스트코,,MISS / 검색후보 11
2026-07-18,짐빔 화이트,25200,짐빔 화이트 1L,정확,0,이마트 / 코스트코 / 트레이더스,https://dailyshot.co/m/product/4887,"셀러 4/15 중 최저 / 페이지최저 25,200(셀러:블루하우스)[검색 28,900]"
2026-07-18,카발란 디스틸러 리셀레트 싱글 몰트,,,,,트레이더스,,MISS / 검색후보 10
2026-07-18,카발란 디스틸러리 셀렉트,77000,카발란 디스틸러리 셀렉트 No.1,근접,30,트레이더스,https://dailyshot.co/m/product/3256,"셀러 4/5 중 최저 / 노출가 할인 30% / 페이지최저 77,000(셀러:CU 인제어론점)"
2026-07-18,커클랜드 15년 하일랜드 싱글몰트,,,,,코스트코,,MISS / 검색후보 53
2026-07-18,커클랜드 시그니처 바틀 인본드 버뉴스키,,,,,코스트코,,MISS / 검색후보 28
2026-07-18,커클랜드 시그니처 스카치 위스키,,,,,코스트코,,MISS / 검색후보 51
2026-07-18,커클랜드 시그니처 캐나디안 위스키,,,,,코스트코,,MISS / 검색후보 53
2026-07-18,커티삭 프로히비션,28500,커티 삭 프로히비션,정확,0,트레이더스,https://dailyshot.co/m/product/7394,"셀러 3/6 중 최저 / 페이지최저 28,500(셀러:오앤오샷앤바틀 기흥점)[검색 38,000]"
2026-07-18,코발 밀레 위스키,99000,코발 싱글배럴 밀레 위스키,근접,0,이마트,https://dailyshot.co/m/product/3802,"셀러 1/1 중 최저 / 페이지최저 99,000(셀러:세브도르주류백화점)"
2026-07-18,코발라이 위스키,,,,,이마트,,MISS / 검색후보 55
2026-07-18,클라이넬리시 14년,,,,,트레이더스,,MISS / 검색후보 8
2026-07-18,탈리스마 위스키,,,,,트레이더스,,MISS / 검색후보 55
2026-07-18,탈리스만 9년 포르투기즈 캐스크,24900,더 탈리스만 9년 포르투기즈 캐스크 에디션,근접,0,트레이더스,https://dailyshot.co/m/product/31291,"셀러 2/3 중 최저 / 페이지최저 24,900(셀러:이조초밥)[검색 28,900]"
2026-07-18,탈리스커,75000,탈리스커 스톰,근접,0,트레이더스,https://dailyshot.co/m/product/7210,"셀러 2/38 중 최저 / 페이지최저 75,000(셀러:캐스크앤뀌베 해운대점)"
2026-07-18,탈리스커 10년,66800,탈리스커 10년,근접,37,트레이더스,https://dailyshot.co/m/product/1961,"셀러 3/5 중 최저 / 노출가 할인 37% / 페이지최저 66,800(셀러:오앤오샷앤바틀 기흥점)[검색 69,900]"
2026-07-18,탈리스커 9년,265000,햅번스 초이스 탈리스커 9년,근접,0,트레이더스,https://dailyshot.co/m/product/4473,"셀러 1/1 중 최저 / 페이지최저 265,000(셀러:주류상회Be 위례점)"
2026-07-18,탈리스커 와일드 블루,109000,탈리스커 더 와일드 블루,근접,0,트레이더스,https://dailyshot.co/m/product/30543,"셀러 1/1 중 최저 / 페이지최저 109,000(셀러:바틀즈 신용산점)"
2026-07-18,탐두 15년,195000,탐두 15년,근접,0,트레이더스,https://dailyshot.co/m/product/5397,"셀러 2/4 중 최저 / 페이지최저 195,000(셀러:포도담)[검색 209,000]"
2026-07-18,파클라스 15년,137000,글렌파클라스 15년,근접,0,트레이더스,https://dailyshot.co/m/product/4312,"셀러 2/4 중 최저 / 페이지최저 137,000(셀러:가자주류백화점 일산점)[검색 166,300]"
2026-07-18,포 로지스 스몰배치 셀렉트,128000,포 로지스 스몰 배치 셀렉트,근접,0,트레이더스,https://dailyshot.co/m/product/10349,"셀러 2/2 중 최저 / 페이지최저 128,000(셀러:더 위스키 (The Whisky))[검색 129,000]"
2026-07-18,포 로지스 싱글배럴,69000,포 로지스 싱글배럴,근접,35,트레이더스,https://dailyshot.co/m/product/4132,"셀러 2/3 중 최저 / 노출가 할인 35% / 페이지최저 69,000(셀러:씨에스 보틀샵)[검색 74,900]"
2026-07-18,포로지 지스 싱글 베럴,,,,,트레이더스,,MISS / 검색후보 18
